WORK_ID,NAME,ARTIST_ID,STYLE,MUSEUM_ID,IMAGE_LINK
6514,The Burning of the House of Lords and Commons,898,Neo-Classicism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6514"" target=""_blank"">show image</a>"
6520,The Evening Star,898,Neo-Classicism,47,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6520"" target=""_blank"">show image</a>"
6522,The Fighting Temeraire,898,Neo-Classicism,47,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6522"" target=""_blank"">show image</a>"
6526,"The Grand Canal, Venice",898,Neo-Classicism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6526"" target=""_blank"">show image</a>"
6530,The Parting of Hero and Leander,898,Neo-Classicism,47,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6530"" target=""_blank"">show image</a>"
6532,"The Ponte Delle Torri, Spoleto",898,Neo-Classicism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6532"" target=""_blank"">show image</a>"
6540,The Sun of Venice Going to Sea,898,Neo-Classicism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6540"" target=""_blank"">show image</a>"
6542,The Thames Above Waterloo Bridge,898,Neo-Classicism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6542"" target=""_blank"">show image</a>"
6548,"Tivoli, The Cascatelle",898,Neo-Classicism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6548"" target=""_blank"">show image</a>"
6558,"Venice, The Bridge of Sighs",898,Neo-Classicism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6558"" target=""_blank"">show image</a>"
6560,"Venice, The Dogana and San Giorgio Maggiore",898,Neo-Classicism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6560"" target=""_blank"">show image</a>"
6562,Venice with the Salute,898,Neo-Classicism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6562"" target=""_blank"">show image</a>"
6566,View of Richmond Hill and Bridge,898,Neo-Classicism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/898.html?id=6566"" target=""_blank"">show image</a>"
6711,"Saint-Mammès, Loing Canal",573,Impressionism,53,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6711"" target=""_blank"">show image</a>"
6727,Boat in the Flood at Port Marly,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6727"" target=""_blank"">show image</a>"
6733,Machine Path,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6733"" target=""_blank"">show image</a>"
6735,Farmyard in Saint-Mammès,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6735"" target=""_blank"">show image</a>"
6743,Flood at Port-Marly,573,Impressionism,56,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6743"" target=""_blank"">show image</a>"
6747,"Foggy Morning, Voisins",573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6747"" target=""_blank"">show image</a>"
6749,Footbridge at Argenteuil,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6749"" target=""_blank"">show image</a>"
6771,Landscape (Spring at Bougival),573,Impressionism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6771"" target=""_blank"">show image</a>"
6781,The Moret Bridge,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6781"" target=""_blank"">show image</a>"
6783,The Moret Bridge,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6783"" target=""_blank"">show image</a>"
6785,"The Tugboat Sur Le Long, Saint-Mammès",573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6785"" target=""_blank"">show image</a>"
6787,The Regattas at Molesey,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6787"" target=""_blank"">show image</a>"
6789,The Flood at Port-Marly,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6789"" target=""_blank"">show image</a>"
6793,Meadow,573,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6793"" target=""_blank"">show image</a>"
6813,"Rest Along the Stream, Edge of the Wood",573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6813"" target=""_blank"">show image</a>"
6819,Street Eugene Moussoir at Moret Winter,573,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6819"" target=""_blank"">show image</a>"
6821,Sahurs Meadows in Morning Sun,573,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6821"" target=""_blank"">show image</a>"
6831,Small Meadows in Spring,573,Impressionism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6831"" target=""_blank"">show image</a>"
6835,Snow at Louveciennes,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6835"" target=""_blank"">show image</a>"
6837,Snow Effect at Louveciennes,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6837"" target=""_blank"">show image</a>"
6841,Snow Weather in Veneux-Nadon,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6841"" target=""_blank"">show image</a>"
6843,The Banks of the Oise,573,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6843"" target=""_blank"">show image</a>"
6845,The Banks of the River at Saint-Mammès,573,Impressionism,34,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6845"" target=""_blank"">show image</a>"
6847,"The Bark During the Flood, Port Marly",573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6847"" target=""_blank"">show image</a>"
6849,The Bridge at Villeneuve-la-Garenne,573,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6849"" target=""_blank"">show image</a>"
6851,The Canal at Saint-Mammès,573,Impressionism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6851"" target=""_blank"">show image</a>"
6863,The Loing's Canal,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6863"" target=""_blank"">show image</a>"
6871,The Road from Versailles to Louveciennes,573,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6871"" target=""_blank"">show image</a>"
6873,The Road from Versailles to Saint-Germain,573,Impressionism,55,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6873"" target=""_blank"">show image</a>"
6877,A Corner of Wood in the Sablons,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6877"" target=""_blank"">show image</a>"
6883,View of Marly-le-Roi from Coeur-Volant,573,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6883"" target=""_blank"">show image</a>"
6889,Neighbors Village,573,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6889"" target=""_blank"">show image</a>"
6891,Village on the Banks of the Seine,573,Impressionism,34,"<a href=""https://classic-paintings.blogspot.com/2022/02/573.html?id=6891"" target=""_blank"">show image</a>"
6893,A Reclining Nude,831,Expressionism,36,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6893"" target=""_blank"">show image</a>"
6895,"Adrienne, Woman with Bangs",831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6895"" target=""_blank"">show image</a>"
6909,Boy in a Striped Sweater,831,Expressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6909"" target=""_blank"">show image</a>"
6913,Bride and Groom (The Newlyweds),831,Expressionism,30,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6913"" target=""_blank"">show image</a>"
6915,Café Singer,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6915"" target=""_blank"">show image</a>"
6917,Chaim Soutine,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6917"" target=""_blank"">show image</a>"
6925,Flower Vendor,831,Expressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6925"" target=""_blank"">show image</a>"
6927,Boy in the Blue Jacket,831,Expressionism,61,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6927"" target=""_blank"">show image</a>"
6929,Girl in a Green Blouse,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6929"" target=""_blank"">show image</a>"
6931,Girl with Polka-Dot Blouse,831,Expressionism,51,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6931"" target=""_blank"">show image</a>"
6933,Gypsy Woman with Baby (Jacques Villon),831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6933"" target=""_blank"">show image</a>"
6935,Jacques and Berthe Lipchitz,831,Expressionism,68,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6935"" target=""_blank"">show image</a>"
6937,Jeanne Hebuterne,831,Expressionism,61,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6937"" target=""_blank"">show image</a>"
6955,Young Farmer,831,Expressionism,62,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6955"" target=""_blank"">show image</a>"
6961,Leon Bakst,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6961"" target=""_blank"">show image</a>"
6963,Lola from Valencia,831,Expressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6963"" target=""_blank"">show image</a>"
6965,Lunia Czechowska,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6965"" target=""_blank"">show image</a>"
6967,Madame Amedee (Woman with Cigarette),831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6967"" target=""_blank"">show image</a>"
6969,Madame Kisling,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6969"" target=""_blank"">show image</a>"
6973,Madame Pompadour,831,Expressionism,68,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6973"" target=""_blank"">show image</a>"
6983,Monsieur Deleu,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6983"" target=""_blank"">show image</a>"
6991,Nude on a Divan,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=6991"" target=""_blank"">show image</a>"
7001,Portrait of a Polish Woman,831,Expressionism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7001"" target=""_blank"">show image</a>"
7003,Portrait of a Woman,831,Expressionism,53,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7003"" target=""_blank"">show image</a>"
7015,Portrait of Beatrice Hastings,831,Expressionism,51,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7015"" target=""_blank"">show image</a>"
7037,Portrait of Jeanne Hebuterne in Profile,831,Expressionism,51,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7037"" target=""_blank"">show image</a>"
7039,Portrait of Jeanne Hebuterne in Yellow Sweater,831,Expressionism,61,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7039"" target=""_blank"">show image</a>"
7041,"Portrait of Jeanne Hebuterne, Left Arm Behind Head",831,Expressionism,51,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7041"" target=""_blank"">show image</a>"
7045,Portrait of Juan Gris,831,Expressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7045"" target=""_blank"">show image</a>"
7047,Portrait of Leopold Zborowski,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7047"" target=""_blank"">show image</a>"
7071,Reclining Nude,831,Expressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7071"" target=""_blank"">show image</a>"
7073,Reclining Nude from the Back,831,Expressionism,51,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7073"" target=""_blank"">show image</a>"
7095,The Grand Nude,831,Expressionism,30,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7095"" target=""_blank"">show image</a>"
7097,The Italian Woman,831,Expressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7097"" target=""_blank"">show image</a>"
7105,Woman with Red Hair,831,Expressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/831.html?id=7105"" target=""_blank"">show image</a>"
7113,A King Charles Spaniel,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7113"" target=""_blank"">show image</a>"
7115,A Matador,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7115"" target=""_blank"">show image</a>"
7129,Before the Mirror,650,Impressionism,61,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7129"" target=""_blank"">show image</a>"
7133,Boating,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7133"" target=""_blank"">show image</a>"
7135,Boy Blowing Bubbles,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7135"" target=""_blank"">show image</a>"
7139,Boy with a Sword,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7139"" target=""_blank"">show image</a>"
7141,Bullfight,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7141"" target=""_blank"">show image</a>"
7145,Corner in a Café Concert,650,Impressionism,47,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7145"" target=""_blank"">show image</a>"
7147,Fishing,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7147"" target=""_blank"">show image</a>"
7149,Flowers in a Crystal Vase,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7149"" target=""_blank"">show image</a>"
7151,"From the World Exhibition, Paris 1867",650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7151"" target=""_blank"">show image</a>"
7153,George Moore in the Artist's Garden,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7153"" target=""_blank"">show image</a>"
7157,Head of Jean-Baptiste Faure,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7157"" target=""_blank"">show image</a>"
7163,Jean-Baptiste Faure,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7163"" target=""_blank"">show image</a>"
7165,"Jeanne, Spring",650,Impressionism,55,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7165"" target=""_blank"">show image</a>"
7167,Jesus Mocked by the Soldiers,650,Impressionism,68,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7167"" target=""_blank"">show image</a>"
7169,La Bon Bock,650,Impressionism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7169"" target=""_blank"">show image</a>"
7181,Luncheon on the Grass,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7181"" target=""_blank"">show image</a>"
7183,Madame Manet at Bellevue,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7183"" target=""_blank"">show image</a>"
7185,Mademoiselle Isabelle Lemonnier,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7185"" target=""_blank"">show image</a>"
7189,Marine View,650,Impressionism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7189"" target=""_blank"">show image</a>"
7191,Masked Ball at the Opera,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7191"" target=""_blank"">show image</a>"
7197,Music in the Tuileries Gardens,650,Impressionism,47,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7197"" target=""_blank"">show image</a>"
7201,Olympia,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7201"" target=""_blank"">show image</a>"
7203,On the Beach,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7203"" target=""_blank"">show image</a>"
7205,Oysters,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7205"" target=""_blank"">show image</a>"
7207,Peonies,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7207"" target=""_blank"">show image</a>"
7209,"Philibert Rouviere as Hamlet, The Tragic Actor",650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7209"" target=""_blank"">show image</a>"
7211,Plum Brandy,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7211"" target=""_blank"">show image</a>"
7219,Portrait of Eva Gonzales,650,Impressionism,47,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7219"" target=""_blank"">show image</a>"
7221,Portrait of Isabelle Lemonnier,650,Impressionism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7221"" target=""_blank"">show image</a>"
7223,Portrait of Madame Brunet,650,Impressionism,55,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7223"" target=""_blank"">show image</a>"
7231,Portrait of Stephane Mallarme,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7231"" target=""_blank"">show image</a>"
7237,Races at Longchamp,650,Impressionism,68,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7237"" target=""_blank"">show image</a>"
7245,Self-Portrait with Palette,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7245"" target=""_blank"">show image</a>"
7249,Still Life with Melon and Peaches,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7249"" target=""_blank"">show image</a>"
7257,The Amazon Horsewoman,650,Impressionism,56,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7257"" target=""_blank"">show image</a>"
7259,The Balcony,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7259"" target=""_blank"">show image</a>"
7265,The Brioche,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7265"" target=""_blank"">show image</a>"
7271,The Dead Bullfighter,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7271"" target=""_blank"">show image</a>"
7273,The Dead Christ with Angels,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7273"" target=""_blank"">show image</a>"
7277,The Fifer,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7277"" target=""_blank"">show image</a>"
7279,"The Folkestone Boat, Boulogne",650,Impressionism,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7279"" target=""_blank"">show image</a>"
7281,The Funeral,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7281"" target=""_blank"">show image</a>"
7293,The Kearsarge at Boulogne,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7293"" target=""_blank"">show image</a>"
7295,The Monet Family in their Garden at Argenteuil,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7295"" target=""_blank"">show image</a>"
7297,The Old Musician,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7297"" target=""_blank"">show image</a>"
7301,The Railroad (The Railway),650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7301"" target=""_blank"">show image</a>"
7303,The Rue Mosnier with Flags,650,Impressionism,55,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7303"" target=""_blank"">show image</a>"
7311,The Spanish Singer,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7311"" target=""_blank"">show image</a>"
7317,The Waitress Beer Serving Girl,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7317"" target=""_blank"">show image</a>"
7323,Woman in a Tub,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7323"" target=""_blank"">show image</a>"
7327,Woman with Fans,650,Impressionism,49,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7327"" target=""_blank"">show image</a>"
7331,Young Lady in 1866,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7331"" target=""_blank"">show image</a>"
7333,Young Man in the Costume of a Majo,650,Impressionism,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7333"" target=""_blank"">show image</a>"
7337,Young Woman in a Round Hat,650,Impressionism,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/650.html?id=7337"" target=""_blank"">show image</a>"
7341,Abigail Smith Adams (Mrs. John Adams),856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7341"" target=""_blank"">show image</a>"
7343,Albert Gallatin,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7343"" target=""_blank"">show image</a>"
7345,Ann Barry,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7345"" target=""_blank"">show image</a>"
7351,Benjamin Tappan,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7351"" target=""_blank"">show image</a>"
7355,Benjamin West,856,,47,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7355"" target=""_blank"">show image</a>"
7357,Captain John Gell,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7357"" target=""_blank"">show image</a>"
7359,Captain Joseph Anthony,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7359"" target=""_blank"">show image</a>"
7361,Captain Sir William Abdy,856,,41,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7361"" target=""_blank"">show image</a>"
7365,Catherine Yates Pollock (Mrs. George Pollock),856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7365"" target=""_blank"">show image</a>"
7367,Charles Lee (Gentleman of the Lee Family),856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7367"" target=""_blank"">show image</a>"
7369,Charlotte Morton Dexter (Mrs. Andrew Dexter),856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7369"" target=""_blank"">show image</a>"
7371,Commodore Thomas Macdonough,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7371"" target=""_blank"">show image</a>"
7373,"David Sears, Jr.",856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7373"" target=""_blank"">show image</a>"
7379,Edward Stow,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7379"" target=""_blank"">show image</a>"
7381,Eleanor Parke Custis Lewis (Mrs. Lawrence Lewis),856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7381"" target=""_blank"">show image</a>"
7385,George Pollock,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7385"" target=""_blank"">show image</a>"
7387,George Washington,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7387"" target=""_blank"">show image</a>"
7395,George Washington,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7395"" target=""_blank"">show image</a>"
7401,George Washington,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7401"" target=""_blank"">show image</a>"
7409,George Washington (The Landsdowne Portrait),856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7409"" target=""_blank"">show image</a>"
7411,George Washington (The Vaughan Portrait),856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7411"" target=""_blank"">show image</a>"
7413,Henry Rice,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7413"" target=""_blank"">show image</a>"
7415,Henrietta Marchant Liston (Mrs. Robert Liston),856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7415"" target=""_blank"">show image</a>"
7417,Henry Cruger,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7417"" target=""_blank"">show image</a>"
7419,Henry Dearborn,856,,68,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7419"" target=""_blank"">show image</a>"
7425,Horatio Gates,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7425"" target=""_blank"">show image</a>"
7427,James Madison,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7427"" target=""_blank"">show image</a>"
7433,James Monroe,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7433"" target=""_blank"">show image</a>"
7435,James Monroe,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7435"" target=""_blank"">show image</a>"
7437,John Adams,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7437"" target=""_blank"">show image</a>"
7439,John Adams,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7439"" target=""_blank"">show image</a>"
7443,John Ashe,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7443"" target=""_blank"">show image</a>"
7453,John Jay,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7453"" target=""_blank"">show image</a>"
7457,John Randolph,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7457"" target=""_blank"">show image</a>"
7459,John Shaw,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7459"" target=""_blank"">show image</a>"
7465,Josef de Jaudenes y Nebot,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7465"" target=""_blank"">show image</a>"
7467,Joseph Anthony Jr.,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7467"" target=""_blank"">show image</a>"
7469,Joseph Coolidge,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7469"" target=""_blank"">show image</a>"
7471,Lawrence Reid Yates,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7471"" target=""_blank"">show image</a>"
7473,"Louis-Marie, Vicomte de Noailles",856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7473"" target=""_blank"">show image</a>"
7479,Mary Barry,856,,46,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7479"" target=""_blank"">show image</a>"
7481,Matilda Stoughton de Jaudenes,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7481"" target=""_blank"">show image</a>"
7483,Matthew Clarkson,856,,35,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7483"" target=""_blank"">show image</a>"
7491,Portrait of Anne Willing Bingham,856,,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7491"" target=""_blank"">show image</a>"
7493,"Portrait of David Montague, 2nd Baron Erskine",856,,67,"<a href=""https://classic-paintings.blogspot.com/2022/02/856.html?id=7493"" target=""_blank"">show image</a>"
